coin,min_rr,atr_buffer_multiplier,risk_per_trade_percent,partial_tp_rr,net_profit,win_rate,profit_factor,max_drawdown,total_trades,total_r_gain
SOLUSDT,3.0,2.0,2.0,1.5,13677.48,64.47,3.34,6.97,76,68.39
SOLUSDT,3.0,2.0,2.0,2.0,15691.51,61.84,3.5,6.65,76,78.46
ADAUSDT,2.0,0.6,1.0,1.1,13625.29,56.08,2.05,7.18,255,136.25
ADAUSDT,2.0,0.6,1.0,1.5,14378.68,47.62,1.94,7.72,252,143.79
ADAUSDT,2.0,0.6,1.0,2.0,15891.82,44.35,2.0,9.7,248,158.92
ADAUSDT,2.0,0.6,2.0,1.1,21402.66,55.51,1.91,10.01,236,107.01
ADAUSDT,2.0,0.6,2.0,1.5,21748.87,47.01,1.78,12.56,234,108.74
ADAUSDT,2.0,0.6,2.0,2.0,24093.18,43.29,1.82,18.13,231,120.47
ADAUSDT,2.0,1.1,1.0,1.1,13659.83,53.28,2.14,6.43,229,136.6
ADAUSDT,2.0,1.1,1.0,1.5,13767.76,46.46,2.02,8.12,226,137.68
ADAUSDT,2.0,1.1,1.0,2.0,13334.67,40.81,1.91,9.39,223,133.35
ADAUSDT,2.0,1.1,2.0,1.1,18513.26,51.14,1.78,11.78,219,92.57
ADAUSDT,2.0,1.1,2.0,1.5,18449.05,43.98,1.69,14.73,216,92.25
ADAUSDT,2.0,1.1,2.0,2.0,17232.78,38.03,1.59,17.02,213,86.16
ADAUSDT,2.0,1.4,1.0,1.1,8592.7,54.46,1.85,7.59,202,85.93
ADAUSDT,2.0,1.4,1.0,1.5,10317.19,50.25,1.95,9.0,199,103.17
ADAUSDT,2.0,1.4,1.0,2.0,11628.12,40.82,1.91,8.83,196,116.28
ADAUSDT,2.0,1.4,2.0,1.1,17531.94,54.73,1.88,12.93,201,87.66
ADAUSDT,2.0,1.4,2.0,1.5,20980.91,50.51,1.98,15.02,198,104.9
ADAUSDT,2.0,1.4,2.0,2.0,23602.77,41.03,1.94,14.34,195,118.01
ADAUSDT,2.0,2.0,1.0,1.1,5760.13,54.67,1.78,7.28,150,57.6
ADAUSDT,2.0,2.0,1.0,1.5,4491.07,44.3,1.5,7.4,149,44.91
ADAUSDT,2.0,2.0,1.0,2.0,2882.19,34.01,1.28,11.06,147,28.82
ADAUSDT,2.0,2.0,2.0,1.1,11904.47,54.73,1.83,12.64,148,59.52
ADAUSDT,2.0,2.0,2.0,1.5,9326.36,44.22,1.53,12.66,147,46.63
ADAUSDT,2.0,2.0,2.0,2.0,6058.61,33.79,1.29,19.85,145,30.29
ADAUSDT,2.5,0.6,1.0,1.1,13957.84,59.29,2.29,5.76,226,139.58
ADAUSDT,2.5,0.6,1.0,1.5,14940.26,49.78,2.13,6.85,223,149.4
ADAUSDT,2.5,0.6,1.0,2.0,17142.05,47.51,2.26,7.38,221,171.42
ADAUSDT,2.5,0.6,2.0,1.1,22047.97,58.74,2.14,9.04,206,110.24
ADAUSDT,2.5,0.6,2.0,1.5,22812.21,49.02,1.96,12.82,204,114.06
ADAUSDT,2.5,0.6,2.0,2.0,26365.71,46.04,2.06,13.41,202,131.83
ADAUSDT,2.5,1.1,1.0,1.1,13337.93,56.25,2.4,5.07,192,133.38
ADAUSDT,2.5,1.1,1.0,1.5,13664.75,48.95,2.25,8.03,190,136.65
ADAUSDT,2.5,1.1,1.0,2.0,13857.35,43.68,2.15,8.1,190,138.57
ADAUSDT,2.5,1.1,2.0,1.1,18178.49,54.4,1.98,9.1,182,90.89
ADAUSDT,2.5,1.1,2.0,1.5,18241.93,46.11,1.84,15.29,180,91.21
ADAUSDT,2.5,1.1,2.0,2.0,18277.07,40.56,1.76,15.05,180,91.39
ADAUSDT,2.5,1.4,1.0,1.1,7964.42,55.0,2.0,7.38,160,79.64
ADAUSDT,2.5,1.4,1.0,1.5,9206.94,50.31,2.05,7.88,159,92.07
ADAUSDT,2.5,1.4,1.0,2.0,10888.58,39.87,2.03,6.96,158,108.89
ADAUSDT,2.5,1.4,2.0,1.1,16275.37,55.35,2.05,13.5,159,81.38
ADAUSDT,2.5,1.4,2.0,1.5,18760.41,50.63,2.1,13.91,158,93.8
ADAUSDT,2.5,1.4,2.0,2.0,22123.7,40.13,2.07,13.02,157,110.62
ADAUSDT,2.5,2.0,1.0,1.1,5554.72,53.77,2.05,4.52,106,55.55
ADAUSDT,2.5,2.0,1.0,1.5,5261.74,47.17,1.87,4.95,106,52.62
ADAUSDT,2.5,2.0,1.0,2.0,4144.55,36.79,1.57,8.6,106,41.45
ADAUSDT,2.5,2.0,2.0,1.1,11493.63,53.85,2.12,7.51,104,57.47
ADAUSDT,2.5,2.0,2.0,1.5,10867.7,47.12,1.92,9.73,104,54.34
ADAUSDT,2.5,2.0,2.0,2.0,8583.33,36.54,1.61,14.77,104,42.92
ADAUSDT,3.0,0.6,1.0,1.1,12817.8,60.59,2.33,4.85,203,128.18
ADAUSDT,3.0,0.6,1.0,1.5,14285.02,51.5,2.23,6.0,200,142.85
ADAUSDT,3.0,0.6,1.0,2.0,16574.44,48.74,2.36,8.3,199,165.74
ADAUSDT,3.0,0.6,2.0,1.1,20933.73,60.77,2.29,9.25,181,104.67
ADAUSDT,3.0,0.6,2.0,1.5,22627.6,51.4,2.13,9.61,179,113.14
ADAUSDT,3.0,0.6,2.0,2.0,26706.23,48.31,2.26,10.8,178,133.53
ADAUSDT,3.0,1.1,1.0,1.1,13621.74,56.69,2.75,4.5,157,136.22
ADAUSDT,3.0,1.1,1.0,1.5,13501.46,49.04,2.49,7.28,157,135.01
ADAUSDT,3.0,1.1,1.0,2.0,14193.91,44.59,2.44,6.2,157,141.94
ADAUSDT,3.0,1.1,2.0,1.1,18649.18,54.11,2.24,15.85,146,93.25
ADAUSDT,3.0,1.1,2.0,1.5,18128.56,45.89,2.02,14.39,146,90.64
ADAUSDT,3.0,1.1,2.0,2.0,19163.38,41.1,1.99,14.0,146,95.82
ADAUSDT,3.0,1.4,1.0,1.1,7656.73,57.03,2.24,4.67,128,76.57
ADAUSDT,3.0,1.4,1.0,1.5,8459.75,50.0,2.18,7.28,128,84.6
ADAUSDT,3.0,1.4,1.0,2.0,11116.33,41.73,2.34,4.72,127,111.16
ADAUSDT,3.0,1.4,2.0,1.1,15659.99,57.48,2.3,8.08,127,78.3
ADAUSDT,3.0,1.4,2.0,1.5,17266.03,50.39,2.23,12.25,127,86.33
ADAUSDT,3.0,1.4,2.0,2.0,22579.19,42.06,2.39,6.68,126,112.9
ADAUSDT,3.0,2.0,1.0,1.1,5891.95,61.33,2.84,3.85,75,58.92
ADAUSDT,3.0,2.0,1.0,1.5,5498.95,52.0,2.39,4.99,75,54.99
ADAUSDT,3.0,2.0,1.0,2.0,5056.89,42.67,2.07,6.49,75,50.57
ADAUSDT,3.0,2.0,2.0,1.1,12168.09,61.64,3.0,7.69,73,60.84
ADAUSDT,3.0,2.0,2.0,1.5,11342.12,52.05,2.5,9.99,73,56.71
ADAUSDT,3.0,2.0,2.0,2.0,10408.01,42.47,2.14,12.99,73,52.04
BNBUSDT,2.0,0.6,1.0,1.1,13022.91,52.04,2.0,7.39,221,130.23
BNBUSDT,2.0,0.6,1.0,1.5,12503.95,43.58,1.84,8.53,218,125.04
BNBUSDT,2.0,0.6,1.0,2.0,14702.4,41.2,1.96,9.64,216,147.02
BNBUSDT,2.0,0.6,2.0,1.1,11685.06,51.65,1.58,10.01,182,58.43
BNBUSDT,2.0,0.6,2.0,1.5,10184.76,40.78,1.42,14.37,179,50.92
BNBUSDT,2.0,0.6,2.0,2.0,12425.78,38.2,1.5,19.27,178,62.13
BNBUSDT,2.0,1.1,1.0,1.1,20358.31,50.56,2.93,6.35,180,203.58
BNBUSDT,2.0,1.1,1.0,1.5,12860.29,41.81,2.06,9.93,177,128.6
BNBUSDT,2.0,1.1,1.0,2.0,13221.85,36.0,2.0,7.93,175,132.22
BNBUSDT,2.0,1.1,2.0,1.1,24975.41,51.53,2.39,11.47,163,124.88
BNBUSDT,2.0,1.1,2.0,1.5,26598.07,42.86,2.27,16.74,161,132.99
BNBUSDT,2.0,1.1,2.0,2.0,27471.09,37.11,2.21,12.74,159,137.36
BNBUSDT,2.0,1.4,1.0,1.1,6604.6,46.79,1.68,11.69,156,66.05
BNBUSDT,2.0,1.4,1.0,1.5,7363.37,41.67,1.7,6.22,156,73.63
BNBUSDT,2.0,1.4,1.0,2.0,7779.82,37.18,1.68,6.82,156,77.8
BNBUSDT,2.0,1.4,2.0,1.1,813.43,45.14,1.04,29.41,144,4.07
BNBUSDT,2.0,1.4,2.0,1.5,2440.89,40.28,1.12,17.73,144,12.2
BNBUSDT,2.0,1.4,2.0,2.0,1429.43,34.72,1.07,27.82,144,7.15
BNBUSDT,2.0,2.0,1.0,1.1,2885.3,50.0,1.39,7.39,130,28.85
BNBUSDT,2.0,2.0,1.0,1.5,2080.14,42.31,1.25,11.36,130,20.8
BNBUSDT,2.0,2.0,1.0,2.0,2290.29,37.69,1.25,12.83,130,22.9
BNBUSDT,2.0,2.0,2.0,1.1,6066.28,49.61,1.42,10.31,127,30.33
BNBUSDT,2.0,2.0,2.0,1.5,4375.92,41.73,1.26,16.44,127,21.88
BNBUSDT,2.0,2.0,2.0,2.0,4696.2,37.01,1.26,19.62,127,23.48
BNBUSDT,2.5,0.6,1.0,1.1,12651.65,51.91,2.14,6.44,183,126.52
BNBUSDT,2.5,0.6,1.0,1.5,12403.39,44.2,2.0,7.71,181,124.03
BNBUSDT,2.5,0.6,1.0,2.0,14369.82,41.01,2.11,8.6,178,143.7
BNBUSDT,2.5,0.6,2.0,1.1,10942.55,51.39,1.68,10.91,144,54.71
BNBUSDT,2.5,0.6,2.0,1.5,9983.64,40.85,1.52,15.22,142,49.92
BNBUSDT,2.5,0.6,2.0,2.0,11760.63,37.14,1.58,17.21,140,58.8
BNBUSDT,2.5,1.1,1.0,1.1,19834.75,51.68,3.25,9.75,149,198.35
BNBUSDT,2.5,1.1,1.0,1.5,13138.73,43.45,2.32,8.91,145,131.39
BNBUSDT,2.5,1.1,1.0,2.0,13871.49,38.62,2.28,6.6,145,138.71
BNBUSDT,2.5,1.1,2.0,1.1,24133.74,53.12,2.74,9.0,128,120.67
BNBUSDT,2.5,1.1,2.0,1.5,27320.42,44.8,2.71,10.55,125,136.6
BNBUSDT,2.5,1.1,2.0,2.0,28885.88,40.0,2.66,6.55,125,144.43
BNBUSDT,2.5,1.4,1.0,1.1,9324.97,51.15,2.22,7.29,131,93.25
BNBUSDT,2.5,1.4,1.0,1.5,9886.68,45.8,2.17,5.96,131,98.87
BNBUSDT,2.5,1.4,1.0,2.0,9986.27,39.69,2.07,7.46,131,99.86
BNBUSDT,2.5,1.4,2.0,1.1,5557.77,48.31,1.39,16.29,118,27.79
BNBUSDT,2.5,1.4,2.0,1.5,6751.09,43.22,1.43,13.15,118,33.76
BNBUSDT,2.5,1.4,2.0,2.0,5055.85,35.59,1.28,20.07,118,25.28
BNBUSDT,2.5,2.0,1.0,1.1,5028.82,52.48,1.92,6.99,101,50.29
BNBUSDT,2.5,2.0,1.0,1.5,3958.56,42.57,1.6,8.28,101,39.59
BNBUSDT,2.5,2.0,1.0,2.0,4541.69,39.6,1.65,9.45,101,45.42
BNBUSDT,2.5,2.0,2.0,1.1,5872.71,51.55,1.55,9.32,97,29.36
BNBUSDT,2.5,2.0,2.0,1.5,3652.18,41.24,1.28,16.86,97,18.26
BNBUSDT,2.5,2.0,2.0,2.0,4718.43,38.14,1.35,19.88,97,23.59
BNBUSDT,3.0,0.6,1.0,1.1,11199.59,51.68,2.19,9.33,149,112.0
BNBUSDT,3.0,0.6,1.0,1.5,11397.26,45.27,2.11,10.48,148,113.97
BNBUSDT,3.0,0.6,1.0,2.0,13496.79,41.67,2.27,10.11,144,134.97
BNBUSDT,3.0,0.6,2.0,1.1,8866.89,51.82,1.72,14.73,110,44.33
BNBUSDT,3.0,0.6,2.0,1.5,8799.86,42.2,1.6,18.58,109,44.0
BNBUSDT,3.0,0.6,2.0,2.0,10526.89,37.38,1.67,18.83,107,52.63
BNBUSDT,3.0,1.1,1.0,1.1,21090.99,56.2,4.12,5.5,121,210.91
BNBUSDT,3.0,1.1,1.0,1.5,22725.81,48.74,3.95,3.44,119,227.26
BNBUSDT,3.0,1.1,1.0,2.0,23626.43,44.54,3.84,3.29,119,236.26
BNBUSDT,3.0,1.1,2.0,1.1,26640.01,59.0,3.72,6.44,100,133.2
BNBUSDT,3.0,1.1,2.0,1.5,29979.86,51.02,3.63,6.44,98,149.9
BNBUSDT,3.0,1.1,2.0,2.0,31481.05,45.92,3.49,4.86,98,157.41
BNBUSDT,3.0,1.4,1.0,1.1,8712.69,51.38,2.34,9.41,109,87.13
BNBUSDT,3.0,1.4,1.0,1.5,8991.33,44.95,2.24,6.78,109,89.91
BNBUSDT,3.0,1.4,1.0,2.0,9190.97,38.53,2.13,8.03,109,91.91
BNBUSDT,3.0,1.4,2.0,1.1,4645.56,48.42,1.4,17.57,95,23.23
BNBUSDT,3.0,1.4,2.0,1.5,5272.73,42.11,1.4,12.2,95,26.36
BNBUSDT,3.0,1.4,2.0,2.0,3777.59,33.68,1.25,23.05,95,18.89
BNBUSDT,3.0,2.0,1.0,1.1,4416.03,53.09,2.0,5.5,81,44.16
BNBUSDT,3.0,2.0,1.0,1.5,3790.69,44.44,1.73,7.03,81,37.91
BNBUSDT,3.0,2.0,1.0,2.0,4361.77,41.98,1.81,7.33,81,43.62
BNBUSDT,3.0,2.0,2.0,1.1,4931.2,52.63,1.6,8.91,76,24.66
BNBUSDT,3.0,2.0,2.0,1.5,3600.49,43.42,1.37,12.41,76,18.0
XRPUSDT,2.0,0.6,1.0,1.1,11303.33,59.76,1.97,8.17,251,113.03
BNBUSDT,3.0,2.0,2.0,2.0,4642.63,40.79,1.46,13.65,76,23.21
XRPUSDT,2.0,0.6,1.0,1.5,12654.31,55.47,2.0,8.31,247,126.54
XRPUSDT,2.0,0.6,1.0,2.0,10747.31,42.86,1.67,13.95,245,107.47
XRPUSDT,2.0,0.6,2.0,1.1,10387.47,56.78,1.45,16.45,236,51.94
XRPUSDT,2.0,0.6,2.0,1.5,13269.64,53.02,1.54,16.89,232,66.35
XRPUSDT,2.0,0.6,2.0,2.0,7226.75,40.43,1.23,25.14,230,36.13
XRPUSDT,2.0,1.1,1.0,1.1,9225.25,62.14,2.07,6.16,206,92.25
XRPUSDT,2.0,1.1,1.0,1.5,8868.28,51.72,1.82,6.54,203,88.68
XRPUSDT,2.0,1.1,1.0,2.0,8137.7,43.84,1.64,5.47,203,81.38
XRPUSDT,2.0,1.1,2.0,1.1,16937.79,61.11,2.0,10.43,198,84.69
XRPUSDT,2.0,1.1,2.0,1.5,15983.78,50.26,1.75,11.19,195,79.92
XRPUSDT,2.0,1.1,2.0,2.0,15005.71,43.08,1.61,9.03,195,75.03
XRPUSDT,2.0,1.4,1.0,1.1,10468.0,61.68,2.49,5.74,167,104.68
XRPUSDT,2.0,1.4,1.0,1.5,8652.53,48.19,1.91,5.38,166,86.53
XRPUSDT,2.0,1.4,1.0,2.0,7746.35,41.1,1.73,7.43,163,77.46
XRPUSDT,2.0,1.4,2.0,1.1,13825.17,61.45,1.99,10.27,166,69.13
XRPUSDT,2.0,1.4,2.0,1.5,10194.28,47.88,1.54,9.79,165,50.97
XRPUSDT,2.0,1.4,2.0,2.0,8600.42,40.99,1.41,10.86,161,43.0
XRPUSDT,2.0,2.0,1.0,1.1,2993.67,57.04,1.47,9.47,135,29.94
XRPUSDT,2.0,2.0,1.0,1.5,2903.15,47.37,1.38,9.44,133,29.03
XRPUSDT,2.0,2.0,1.0,2.0,2210.77,39.39,1.25,16.47,132,22.11
XRPUSDT,2.0,2.0,2.0,1.1,6276.4,57.46,1.51,12.99,134,31.38
XRPUSDT,2.0,2.0,2.0,1.5,6095.37,47.73,1.41,12.98,132,30.48
XRPUSDT,2.0,2.0,2.0,2.0,4710.6,39.69,1.27,23.53,131,23.55
XRPUSDT,2.5,0.6,1.0,1.1,11832.18,63.46,2.33,5.82,208,118.32
XRPUSDT,2.5,0.6,1.0,1.5,13445.57,60.39,2.41,5.95,207,134.46
XRPUSDT,2.5,0.6,1.0,2.0,11977.63,47.32,1.95,7.45,205,119.78
XRPUSDT,2.5,0.6,2.0,1.1,11467.4,60.1,1.65,10.76,193,57.34
XRPUSDT,2.5,0.6,2.0,1.5,14874.4,57.81,1.8,11.11,192,74.37
XRPUSDT,2.5,0.6,2.0,2.0,9709.62,44.74,1.4,12.23,190,48.55
XRPUSDT,2.5,1.1,1.0,1.1,9492.59,66.46,2.55,4.48,161,94.93
XRPUSDT,2.5,1.1,1.0,2.0,9831.75,47.13,2.05,7.32,157,98.32
XRPUSDT,2.5,1.1,1.0,1.5,9943.2,56.96,2.31,4.51,158,99.43
XRPUSDT,2.5,1.1,2.0,1.1,17498.72,65.13,2.47,7.23,152,87.49
XRPUSDT,2.5,1.1,2.0,1.5,17864.56,54.67,2.18,7.38,150,89.32
XRPUSDT,2.5,1.1,2.0,2.0,18074.72,45.64,2.0,11.18,149,90.37
XRPUSDT,2.5,1.4,1.0,1.1,10943.32,64.38,2.89,4.14,146,109.43
XRPUSDT,2.5,1.4,1.0,1.5,8506.25,50.35,2.08,6.27,143,85.06
XRPUSDT,2.5,1.4,1.0,2.0,7258.91,41.43,1.79,10.63,140,72.59
XRPUSDT,2.5,1.4,2.0,1.1,14767.2,63.89,2.29,6.37,144,73.84
XRPUSDT,2.5,1.4,2.0,1.5,9853.11,49.65,1.63,10.01,141,49.27
XRPUSDT,2.5,1.4,2.0,2.0,7308.47,40.58,1.4,16.7,138,36.54
XRPUSDT,2.5,2.0,1.0,1.1,2752.94,60.22,1.67,8.92,93,27.53
XRPUSDT,2.5,2.0,1.0,1.5,3098.29,52.17,1.63,7.15,92,30.98
XRPUSDT,2.5,2.0,1.0,2.0,2662.69,43.96,1.47,10.65,91,26.63
XRPUSDT,2.5,2.0,2.0,1.1,5794.95,60.87,1.73,12.45,92,28.97
XRPUSDT,2.5,2.0,2.0,1.5,6485.64,52.75,1.68,9.89,91,32.43
XRPUSDT,2.5,2.0,2.0,2.0,5614.45,44.44,1.51,14.87,90,28.07
XRPUSDT,3.0,0.6,1.0,1.1,11959.45,67.43,2.75,4.85,175,119.59
XRPUSDT,3.0,0.6,1.0,1.5,13249.84,63.79,2.77,5.15,174,132.5
XRPUSDT,3.0,0.6,1.0,2.0,12832.32,51.74,2.31,5.23,172,128.32
XRPUSDT,3.0,0.6,2.0,1.1,11757.2,63.52,1.87,9.83,159,58.79
XRPUSDT,3.0,0.6,2.0,1.5,14478.19,60.76,2.0,9.81,158,72.39
XRPUSDT,3.0,0.6,2.0,2.0,11364.23,48.72,1.61,9.37,156,56.82
XRPUSDT,3.0,1.1,1.0,1.1,9197.27,68.53,2.79,3.83,143,91.97
XRPUSDT,3.0,1.1,1.0,1.5,9595.26,58.16,2.45,4.41,141,95.95
XRPUSDT,3.0,1.1,1.0,2.0,9983.85,49.29,2.23,5.51,140,99.84
XRPUSDT,3.0,1.1,2.0,1.1,16908.06,67.16,2.71,6.56,134,84.54
XRPUSDT,3.0,1.1,2.0,1.5,17423.96,56.06,2.34,6.37,132,87.12
XRPUSDT,3.0,1.1,2.0,2.0,18634.21,48.09,2.22,8.14,131,93.17
XRPUSDT,3.0,1.4,1.0,1.1,10714.14,67.83,3.58,5.0,115,107.14
XRPUSDT,3.0,1.4,1.0,1.5,8170.85,52.68,2.37,9.64,112,81.71
XRPUSDT,3.0,1.4,1.0,2.0,7173.44,43.12,2.03,12.33,109,71.73
XRPUSDT,3.0,1.4,2.0,1.1,14541.23,67.57,2.82,6.97,111,72.71
XRPUSDT,3.0,1.4,2.0,1.5,9374.67,51.85,1.81,14.66,108,46.87
XRPUSDT,3.0,1.4,2.0,2.0,7279.88,41.9,1.53,18.95,105,36.4
XRPUSDT,3.0,2.0,1.0,1.1,1447.65,57.35,1.44,6.67,68,14.48
XRPUSDT,3.0,2.0,1.0,1.5,1629.62,48.53,1.41,7.49,68,16.3
XRPUSDT,3.0,2.0,1.0,2.0,1307.21,39.71,1.28,10.67,68,13.07
XRPUSDT,3.0,2.0,2.0,1.1,3472.03,59.09,1.59,8.67,66,17.36
XRPUSDT,3.0,2.0,2.0,1.5,3835.96,50.0,1.53,8.63,66,19.18
XRPUSDT,3.0,2.0,2.0,2.0,3191.15,40.91,1.37,13.88,66,15.96
